PlayDate,AP,N01,N02,N03,N04,N05,N06,N07,N08,N09,N10,N11,N12,N13,N14,N15,N16,N17,N18,N19,N20
May 16 2021,A,1,5,8,18,19,20,22,26,34,41,43,44,48,52,53,56,57,59,63,70
May 15 2021,A,4,9,10,18,24,28,32,33,34,36,37,40,43,54,56,58,61,63,66,68
May 14 2021,A,3,7,8,13,22,23,25,29,35,39,42,43,47,52,53,55,61,65,67,69
May 13 2021,A,4,6,9,14,15,17,18,21,27,29,31,42,43,44,46,51,52,54,56,57
May 12 2021,A,6,7,11,21,25,26,34,36,40,41,42,46,51,54,57,60,62,63,64,66
May 11 2021,A,1,9,11,24,27,28,31,34,35,38,47,49,53,57,59,61,63,64,66,67
May 10 2021,A,4,6,8,9,11,13,15,21,30,31,34,35,48,50,51,57,61,64,65,66
May 09 2021,A,4,8,12,14,15,16,22,25,28,29,30,34,35,39,47,51,54,55,59,69
May 08 2021,A,7,9,16,18,21,22,26,27,29,34,36,39,41,47,50,57,60,63,66,70
May 07 2021,A,1,5,8,9,12,13,14,34,37,39,40,43,44,49,53,54,56,58,68,70
May 06 2021,A,2,3,4,6,7,9,10,12,13,22,34,42,43,47,53,54,55,58,61,62
May 05 2021,A,4,6,8,10,15,18,20,21,32,33,38,39,42,45,46,48,52,61,65,66
May 04 2021,A,1,2,9,10,19,24,25,30,31,35,41,46,51,56,57,59,61,63,64,68
May 03 2021,A,5,8,10,16,18,23,28,29,33,40,41,42,46,47,48,51,55,58,62,63
May 02 2021,A,1,5,10,20,26,30,35,37,39,42,44,45,51,52,53,57,59,63,65,66
May 01 2021,A,2,3,5,6,9,10,20,34,40,41,42,43,44,50,51,53,58,62,65,68
Apr 30 2021,A,3,9,14,19,22,23,24,28,29,30,33,35,39,41,44,46,62,63,64,67
Apr 29 2021,A,2,7,9,13,20,24,26,27,28,31,35,36,42,44,47,50,58,63,67,69
Apr 28 2021,A,5,8,16,17,19,20,21,22,28,30,35,39,43,47,53,60,61,63,66,68
Apr 27 2021,A,1,4,8,15,16,20,21,22,23,30,32,33,37,40,43,44,45,52,53,58
Apr 26 2021,A,1,7,8,9,18,27,28,31,41,43,44,45,46,51,52,54,56,59,60,64
Apr 25 2021,A,1,5,9,11,13,15,16,18,29,32,38,42,43,49,52,53,57,62,69,70
Apr 24 2021,A,8,10,15,20,25,27,30,35,44,46,48,49,51,52,54,56,57,66,68,70
Apr 23 2021,A,2,6,7,10,14,15,16,22,23,26,38,40,42,44,45,46,48,51,56,67
Apr 22 2021,A,8,9,10,12,15,18,26,30,31,34,35,37,45,46,51,53,54,60,64,65
Apr 21 2021,A,2,3,8,10,12,15,20,23,29,30,34,36,39,40,43,46,51,54,58,63
Apr 20 2021,A,6,10,11,12,18,20,24,32,33,37,43,45,46,48,50,58,59,61,65,68
Apr 19 2021,A,2,13,15,17,18,24,25,35,36,37,44,45,46,50,55,59,60,65,67,70
Apr 18 2021,A,1,2,7,9,10,17,19,21,29,34,35,39,42,44,46,49,50,53,63,69
Apr 17 2021,A,2,5,10,12,13,14,15,21,25,26,29,39,41,45,47,57,58,61,66,68
