PlayDate,AP,N01,N02,N03,N04,N05,N06,N07,N08,N09,N10,N11,N12,N13,N14,N15,N16,N17,N18,N19,N20
2022-05-01,A,2,5,7,8,13,20,28,34,37,42,43,44,49,52,53,56,58,60,63,66
2022-05-02,A,3,6,9,11,12,16,19,25,27,29,32,33,34,37,41,48,49,52,68,69
2022-05-02,P,17,19,21,23,26,27,30,33,34,36,42,45,52,53,54,57,58,61,66,70
2022-05-03,A,9,14,19,24,28,32,35,36,37,38,39,42,44,51,52,54,58,61,65,67
2022-05-03,P,1,3,4,5,8,10,16,19,31,42,45,46,48,52,61,62,63,64,67,68
2022-05-04,P,3,6,7,12,13,15,17,22,27,28,31,32,39,41,42,45,49,56,67,70
2022-05-04,A,9,10,17,22,24,32,37,38,40,43,49,50,51,52,55,56,57,64,67,70
2022-05-05,P,1,3,7,18,19,21,23,24,25,26,39,45,47,49,59,60,63,65,68,70
2022-05-05,A,2,10,18,22,23,25,26,27,33,37,40,41,44,50,51,59,62,63,69,70
2022-05-06,A,3,5,6,7,10,12,18,23,26,28,32,35,39,46,51,55,59,60,62,69
2022-05-06,P,1,7,14,19,20,22,23,27,31,32,34,41,42,46,50,52,59,65,66,70
2022-05-07,A,2,9,10,12,15,26,30,34,39,40,43,47,50,51,52,53,57,60,62,69
2022-05-07,P,6,7,12,17,20,21,22,24,26,31,38,39,46,49,50,52,54,58,65,66
2022-05-08,A,1,4,6,7,8,10,20,23,29,30,34,35,40,41,48,53,61,62,65,69
2022-05-08,P,6,8,12,13,17,22,25,33,35,39,40,46,48,50,53,56,63,64,66,70
2022-05-09,A,3,8,11,13,14,21,23,24,28,31,32,33,35,37,39,40,44,45,57,70
2022-05-09,P,1,10,11,14,16,19,20,23,26,29,31,32,39,40,43,49,60,62,64,68
2022-05-10,P,1,2,15,19,21,23,25,27,31,32,36,37,39,40,52,53,59,61,62,70
2022-05-10,A,2,13,14,15,23,24,25,26,27,36,37,41,45,46,50,52,53,55,56,62
2022-05-11,P,7,10,13,23,27,30,36,40,44,45,54,56,57,58,59,61,64,65,67,68
2022-05-11,A,2,11,12,13,18,20,23,24,26,29,31,40,41,45,47,50,58,63,67,68
2022-05-12,A,4,5,12,17,20,21,22,30,38,39,40,46,47,49,56,57,60,62,63,67
2022-05-12,P,2,5,9,21,22,24,29,38,42,47,48,51,52,57,61,62,63,64,66,68
2022-05-13,A,4,5,6,8,10,12,14,20,21,22,24,28,30,36,38,47,51,54,61,62
2022-05-13,P,5,6,7,8,10,22,25,29,31,32,33,39,45,47,51,52,53,62,66,67
2022-05-14,A,2,5,9,18,22,23,26,28,29,36,37,40,44,47,49,52,62,65,66,68
2022-05-14,P,1,4,14,16,21,25,26,28,32,35,42,43,51,52,56,58,59,65,69,70
2022-05-15,P,2,8,9,14,15,19,24,30,39,40,41,45,52,53,54,56,59,63,65,67
2022-05-15,A,6,8,9,11,18,24,26,29,30,31,43,46,47,49,52,58,62,63,64,69
2022-05-16,A,1,3,4,9,15,17,24,25,28,31,34,39,41,46,49,51,55,68,69,70
2022-05-16,P,3,6,14,17,18,28,34,35,36,37,40,41,45,52,53,57,61,63,67,69
2022-05-17,A,2,4,5,6,10,12,15,19,20,29,32,37,39,40,45,59,63,64,68,69
2022-05-17,P,4,7,27,31,33,37,39,40,46,49,51,52,54,55,57,58,64,66,68,70
2022-05-18,A,2,3,5,8,12,19,26,29,31,36,38,39,47,48,52,53,55,56,59,70
2022-05-18,P,2,4,5,7,9,10,11,23,34,38,39,40,41,44,46,49,55,57,65,66
2022-05-19,A,2,3,4,6,7,12,13,18,22,26,34,35,36,50,55,56,61,66,68,70
2022-05-19,P,4,9,12,13,18,22,24,29,32,39,40,44,46,47,56,57,58,61,62,70
2022-05-20,A,1,9,12,15,19,23,24,25,26,27,28,31,35,39,40,41,54,59,62,63
2022-05-20,P,2,5,6,10,12,13,15,17,26,32,33,38,39,43,53,57,59,60,61,62
2022-05-21,P,5,12,13,14,16,17,18,23,33,34,36,37,39,44,47,52,53,55,58,70
2022-05-21,A,2,4,9,12,13,14,16,18,21,22,24,31,35,37,50,56,59,61,62,69
2022-05-22,A,4,5,8,11,14,22,24,36,41,43,45,46,51,53,55,56,57,58,65,67
2022-05-22,P,6,13,19,23,28,31,32,33,35,38,42,43,44,45,46,54,58,61,64,66
2022-05-23,A,6,7,8,9,14,18,26,31,34,36,40,44,46,48,51,53,61,64,68,69
2022-05-23,P,4,5,7,8,13,14,17,21,30,32,36,38,40,46,47,51,53,62,68,70
2022-05-24,P,6,13,20,21,24,26,27,32,39,42,44,45,56,58,61,62,64,66,69,70
2022-05-24,A,2,6,7,11,14,16,18,22,24,25,31,34,40,42,43,44,57,65,67,68
2022-05-25,P,1,5,6,8,18,31,33,35,37,38,41,45,47,48,49,51,53,59,65,67
2022-05-25,A,7,11,17,18,20,21,24,33,35,39,41,43,45,50,51,52,56,57,60,66
2022-05-26,A,3,4,5,7,8,15,22,30,31,32,34,35,41,44,47,51,56,64,67,70
2022-05-26,P,2,6,7,8,14,21,23,24,26,28,30,32,35,38,40,41,47,49,61,67
2022-05-27,A,2,3,6,11,15,17,23,24,30,31,36,41,44,48,49,51,53,58,61,68
2022-05-27,P,4,6,9,10,12,18,21,23,30,34,39,41,43,47,56,58,59,61,62,64
2022-05-28,A,4,7,8,18,22,26,28,35,38,40,44,46,51,53,54,55,56,65,66,69
2022-05-28,P,1,2,3,5,9,12,13,16,25,27,30,32,34,35,37,42,52,58,61,66
2022-05-29,A,1,7,8,9,12,13,14,18,19,26,28,35,38,39,43,45,47,52,57,60
2022-05-29,P,2,4,7,12,13,14,20,28,34,37,42,43,45,48,49,53,56,57,59,66
2022-05-30,P,6,7,10,11,12,14,17,18,19,20,23,25,26,36,40,41,43,45,57,67
2022-05-30,A,5,6,9,10,14,19,20,25,30,36,43,48,50,51,56,59,63,66,69,70
2022-05-31,P,2,4,7,9,14,16,17,24,28,33,36,40,41,46,49,51,53,56,58,67
2022-05-31,A,4,9,16,26,34,38,39,40,41,42,44,50,52,55,56,60,62,63,66,70
